,car_make,make_id,car_model,model_id,links_ads,download_date_time,id_ad
10,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=339393390&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,339393390
11,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379848311&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,379848311
12,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=369333821&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,369333821
13,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375647421&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,375647421
14,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379976215&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,379976215
15,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378818127&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,378818127
16,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379368260&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,379368260
17,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375087790&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,375087790
18,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=368853954&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,368853954
19,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=370698076&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=7&pw=%3A295&ref=srp&refId=88a9c63e-950f-1558-9fc1-cca59e925faf&sb=rel&searchId=88a9c63e-950f-1558-9fc1-cca59e925faf&vc=Car,26/11/2023 20:20:45,370698076
20,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379233418&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,379233418
21,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=373080914&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,373080914
22,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=368535592&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,368535592
23,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375099342&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,375099342
24,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378390135&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,378390135
25,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379631532&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,379631532
26,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=377395063&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,377395063
27,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379459146&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,379459146
28,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=369844789&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,369844789
29,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379092433&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,379092433
30,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=377060313&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,377060313
31,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375336949&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,375336949
32,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375181871&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,375181871
33,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=376495076&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,376495076
34,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=369472350&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,369472350
35,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379730617&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,379730617
36,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=371800995&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,371800995
37,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=363451082&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,363451082
38,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=365039470&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,365039470
39,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=372218954&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=2&pw=%3A295&ref=srp&refId=6198d15e-739c-eec0-402b-9ddcb60400e6&sb=rel&searchId=6198d15e-739c-eec0-402b-9ddcb60400e6&vc=Car,26/11/2023 20:20:45,372218954
40,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=374049783&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,374049783
41,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379538496&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,379538496
42,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=371376194&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,371376194
43,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378639431&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,378639431
44,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=374717160&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,374717160
45,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=374080247&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,374080247
46,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=367578994&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,367578994
47,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375739125&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,375739125
48,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378037487&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,378037487
49,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=360122165&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,360122165
50,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=358029118&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,358029118
51,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=363737889&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,363737889
52,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379982344&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,379982344
53,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=380025368&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,380025368
54,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=365122223&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,365122223
55,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378620368&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,378620368
56,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=366524643&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,366524643
57,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=360182918&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,360182918
58,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378211009&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,378211009
59,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=376333368&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=6&pw=%3A295&ref=srp&refId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&sb=rel&searchId=572bdb20-3aef-d80f-9abc-1a836ba7cd70&vc=Car,26/11/2023 20:20:45,376333368
60,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=351419467&action=topOfPage&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,351419467
61,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379689472&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,379689472
62,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378130426&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,378130426
63,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=379208851&action=topInCategory&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,379208851
64,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=378298675&action=topInCategory&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,378298675
65,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=376773980&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,376773980
66,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=372328119&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,372328119
67,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=374135893&action=eyeCatcher&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,374135893
68,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=375258039&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,375258039
69,Porsche,20100,997,17,https://suchen.mobile.de/fahrzeuge/details.html?id=376721892&dam=0&fr=2009%3A2011&isSearchRequest=true&ms=20100%3B17%3B%3B&pageNumber=1&pw=%3A295&ref=srp&refId=967bcd39-8c23-1ad8-77f0-fe48611cccda&sb=rel&searchId=967bcd39-8c23-1ad8-77f0-fe48611cccda&vc=Car,26/11/2023 20:20:45,376721892
